MOIS,CLIENT_ID,taux,GDP
31Aug2018 0:00:00,00000000852635,2.43,-1.17
30Jun2018 0:00:00,00000000852676,2.63,-0.28
31Jan2018 0:00:00,00000000852699,2.5,-0.9
31Mar2018 0:00:00,00000000852703,3.79,-0.38
31Mar2018 0:00:00,00000000852705,2.42,1.1
31Jul2018 0:00:00,00000000852753,2.68,-0.96
30Sep2018 0:00:00,00000000852769,2.53,-0.15
31Jan2018 0:00:00,00000000852776,2.5,0.81
31Mar2018 0:00:00,00000000852798,3.36,-0.35
31Dec2017 0:00:00,00000000852803,2.25,-0.62
30Sep2018 0:00:00,00000000852814,2.56,-1.64
31Aug2018 0:00:00,00000000852839,4.28,-1.14
31Mar2018 0:00:00,00000000852868,2.63,-1.69
28Feb2018 0:00:00,00000000852869,3.05,-1.43
31Mar2018 0:00:00,00000000852874,3.86,-0.39
31Oct2018 0:00:00,00000000852880,2.4,-0.06
31Dec2017 0:00:00,00000000852892,2.64,0.73
31May2018 0:00:00,00000000852915,2.53,-0.33
31Jan2018 0:00:00,00000000852970,3.83,0.42
31Oct2017 0:00:00,00000000852971,2.4,1.7
31Oct2018 0:00:00,00000000852981,2.46,-0.4
30Sep2018 0:00:00,00000000852992,2.38,0.89
31Oct2018 0:00:00,00000000853042,2.45,-0.26
31Jul2018 0:00:00,00000000853057,2.35,0.15
28Feb2018 0:00:00,00000000853088,2.42,-0.14
31Mar2018 0:00:00,00000000853109,3.43,1.32
30Apr2018 0:00:00,00000000853124,3.03,0.48
30Jun2018 0:00:00,00000000853190,2.44,1.13
30Nov2017 0:00:00,00000000853201,2.48,-0.19
31Mar2018 0:00:00,00000000853224,2.63,0.77
31Oct2017 0:00:00,00000000853225,2.25,-0.31
31May2018 0:00:00,00000000853240,2.62,-0.03
31Mar2018 0:00:00,00000000853292,2.65,0.78
31Aug2018 0:00:00,00000000853293,3.23,-0.99
28Feb2018 0:00:00,00000000853297,4.31,-0.29
31May2018 0:00:00,00000000853308,2.27,-0.29
31Mar2018 0:00:00,00000000853358,2.63,-1.53
31Oct2018 0:00:00,00000000853370,2.39,1.38
31Jan2018 0:00:00,00000000853451,2.44,0.22
31Jul2018 0:00:00,00000000853461,2.44,0.55
30Nov2017 0:00:00,00000000853490,2.49,-0.59
31Jan2018 0:00:00,00000000853525,2.34,0.03
30Jun2018 0:00:00,00000000853537,2.68,1.05
28Feb2018 0:00:00,00000000853587,2.5,1
30Nov2017 0:00:00,00000000853589,2.33,-0.57
31Jan2018 0:00:00,00000000853598,2.39,-0.63
30Sep2018 0:00:00,00000000853602,2.41,0.34
31Dec2017 0:00:00,00000000853621,2.6,-1.3
30Nov2017 0:00:00,00000000853656,2.81,-1.05
31Jan2018 0:00:00,00000000853696,2.3,-0.66
31Jan2018 0:00:00,00000000853751,2.72,1.89
31Mar2018 0:00:00,00000000853758,2.62,0.1
31Jul2018 0:00:00,00000000853824,2.43,-0.76
31Mar2018 0:00:00,00000000853826,2.43,0.45
31Aug2018 0:00:00,00000000853837,3.02,-0.32
31May2018 0:00:00,00000000853838,2.27,-0.49
31Dec2017 0:00:00,00000000853872,2.31,1.5
28Feb2018 0:00:00,00000000853897,2.45,-0.98
31Oct2017 0:00:00,00000000853901,2.4,-0.67
30Jun2018 0:00:00,00000000853912,2.49,-0.44
30Apr2018 0:00:00,00000000853978,2.97,-1.05
31Dec2017 0:00:00,00000000853990,2.32,-0.32
30Jun2018 0:00:00,00000000854049,2.59,1.53
31May2018 0:00:00,00000000854058,2.25,1.44
31Mar2018 0:00:00,00000000854077,3.26,0.88
28Feb2018 0:00:00,00000000854126,2.35,-0.77
31Dec2017 0:00:00,00000000854128,2.87,1.1
30Sep2018 0:00:00,00000000854165,2.6,1.77
31Aug2018 0:00:00,00000000854284,2.26,-0.02
30Nov2017 0:00:00,00000000854299,2.3,-0.73
30Jun2018 0:00:00,00000000854307,2.25,0.5
31Oct2018 0:00:00,00000000854327,3.05,0.84
31Dec2017 0:00:00,00000000854375,2.37,0.74
28Feb2018 0:00:00,00000000854381,2.35,-2.41
31Dec2017 0:00:00,00000000854396,2.61,0.42
31May2018 0:00:00,00000000854407,2.38,0.49
30Sep2018 0:00:00,00000000854414,2.95,-0.42
31Jul2018 0:00:00,00000000854416,2.33,0.07
31Dec2017 0:00:00,00000000854421,2.53,0.36
30Apr2018 0:00:00,00000000854484,3.33,1.14
31Mar2018 0:00:00,00000000854500,2.41,0.3
31Mar2018 0:00:00,00000000854535,2.32,0.3
30Nov2017 0:00:00,00000000854539,2.97,-0.27
31Aug2018 0:00:00,00000000854629,2.25,-0.99
31Dec2017 0:00:00,00000000854636,3.22,-1.7
31Oct2018 0:00:00,00000000854657,2.87,-0.85
28Feb2018 0:00:00,00000000854671,2.25,0.04
28Feb2018 0:00:00,00000000854677,2.61,-1.34
28Feb2018 0:00:00,00000000854684,2.27,-0.3
31May2018 0:00:00,00000000854689,2.33,-0.18
31Jul2018 0:00:00,00000000854696,3,0.05
31Dec2017 0:00:00,00000000854732,2.34,1.24
30Nov2017 0:00:00,00000000854738,2.39,-0.15
31Oct2018 0:00:00,00000000854750,2.43,-2.11
31Aug2018 0:00:00,00000000854790,2.27,0.67
30Nov2017 0:00:00,00000000854798,3.25,0.6
31Jan2018 0:00:00,00000000854808,2.38,0.7
30Apr2018 0:00:00,00000000854822,2.71,-1.16
30Nov2017 0:00:00,00000000854823,2.56,0.73
31Oct2017 0:00:00,00000000854839,2.39,1.73
31Aug2018 0:00:00,00000000854842,3.45,0.11
31Mar2018 0:00:00,00000000854875,4.23,-2.3
30Apr2018 0:00:00,00000000854923,3.62,-0.6
31Jan2018 0:00:00,00000000854936,2.43,-2.19
30Nov2017 0:00:00,00000000854964,2.79,-0.61
30Sep2018 0:00:00,00000000854971,2.67,0.3
31Oct2017 0:00:00,00000000855007,2.73,-1.52
31Aug2018 0:00:00,00000000855019,2.49,1.04
31Mar2018 0:00:00,00000000855022,2.41,-0.33
31Oct2017 0:00:00,00000000855023,2.44,-0.88
31Mar2018 0:00:00,00000000855027,2.27,-2
31Jan2018 0:00:00,00000000855050,2.26,0.08
31Dec2017 0:00:00,00000000855074,2.25,-1.13
31Mar2018 0:00:00,00000000855094,2.55,0.2
30Apr2018 0:00:00,00000000855152,2.44,0.24
31Jan2018 0:00:00,00000000855215,2.54,-1.06
31Dec2017 0:00:00,00000000855257,2.88,-0.4
31Jan2018 0:00:00,00000000855298,2.38,-0.18
28Feb2018 0:00:00,00000000855302,2.61,-0.37
30Sep2018 0:00:00,00000000855303,2.54,-0.63
28Feb2018 0:00:00,00000000855323,2.48,1.51
30Jun2018 0:00:00,00000000855339,2.41,-1.64
30Sep2018 0:00:00,00000000855343,3.01,-0.1
31Mar2018 0:00:00,00000000855366,2.47,1.82
31Aug2018 0:00:00,00000000855396,2.58,-0.09
31Mar2018 0:00:00,00000000855428,3.07,1.02
30Apr2018 0:00:00,00000000855463,2.67,-0.91
31Oct2018 0:00:00,00000000855501,3.02,0.51
31Oct2018 0:00:00,00000000855505,2.92,0.73
30Jun2018 0:00:00,00000000855532,2.31,0.15
31Oct2017 0:00:00,00000000855540,2.91,0.72
31Jan2018 0:00:00,00000000855562,2.68,-0.67
30Sep2018 0:00:00,00000000855571,2.42,0.78
31Jul2018 0:00:00,00000000855595,2.75,-0.9
30Apr2018 0:00:00,00000000855612,3.44,-0.52
30Jun2018 0:00:00,00000000855634,2.61,1.37
28Feb2018 0:00:00,00000000855637,2.36,-0.88
31Aug2018 0:00:00,00000000855679,2.62,-0.07
31May2018 0:00:00,00000000855696,2.41,-0.65
31May2018 0:00:00,00000000855710,2.71,-1.48
30Nov2017 0:00:00,00000000855713,2.66,0.75
31Oct2018 0:00:00,00000000855719,2.33,-0.22
31Oct2017 0:00:00,00000000855730,2.54,1.67
31May2018 0:00:00,00000000855731,2.55,0.16
31Jul2018 0:00:00,00000000855737,2.42,2.28
30Apr2018 0:00:00,00000000855773,2.48,-0.72
31Mar2018 0:00:00,00000000855781,2.36,-0.75
30Nov2017 0:00:00,00000000855789,2.33,0.23
31Jul2018 0:00:00,00000000855797,2.7,0.59
31Oct2017 0:00:00,00000000855827,2.33,0.43
31Dec2017 0:00:00,00000000855940,3.48,-0.42
30Nov2017 0:00:00,00000000855962,2.41,-1.88
31Dec2017 0:00:00,00000000855974,2.44,1.65
31Jul2018 0:00:00,00000000855977,3.24,-1.01
28Feb2018 0:00:00,00000000855979,2.91,0.72
30Apr2018 0:00:00,00000000856006,2.55,-1.09
31Aug2018 0:00:00,00000000856018,2.49,-0.91
31May2018 0:00:00,00000000856019,2.77,0.41
31Oct2017 0:00:00,00000000856183,2.3,0.53
30Nov2017 0:00:00,00000000856198,2.48,-0.71
31Oct2018 0:00:00,00000000856218,2.35,0.71
31Mar2018 0:00:00,00000000856228,2.59,-0.25
31May2018 0:00:00,00000000856242,2.87,0.67
31Oct2017 0:00:00,00000000856262,2.99,0.54
31May2018 0:00:00,00000000856263,2.89,-0.43
31Dec2017 0:00:00,00000000856276,3.17,-1.66
31Mar2018 0:00:00,00000000856295,2.77,-1.26
31May2018 0:00:00,00000000856312,2.44,-0.04
31Oct2018 0:00:00,00000000856342,2.44,-0.04
30Apr2018 0:00:00,00000000856344,2.31,0.27
31Jul2018 0:00:00,00000000856346,2.76,0.11
31Jul2018 0:00:00,00000000856347,2.27,-0.66
31Dec2017 0:00:00,00000000856361,2.61,0.44
31Dec2017 0:00:00,00000000856407,2.81,-0.08
30Sep2018 0:00:00,00000000856462,2.87,0.17
31Aug2018 0:00:00,00000000856488,3.12,0.35
31Dec2017 0:00:00,00000000856507,2.94,-1.37
31Oct2017 0:00:00,00000000856547,2.44,-0.75
30Jun2018 0:00:00,00000000856559,2.34,-0.46
31Mar2018 0:00:00,00000000856570,2.36,0.42
31Aug2018 0:00:00,00000000856586,2.65,-1.1
30Sep2018 0:00:00,00000000856624,2.55,-0.35
28Feb2018 0:00:00,00000000856628,2.71,0.4
30Jun2018 0:00:00,00000000856629,2.27,0.9
30Sep2018 0:00:00,00000000856631,2.68,-0.74
31May2018 0:00:00,00000000856638,2.47,-0.78
30Nov2017 0:00:00,00000000856656,2.42,-0.84
31Jan2018 0:00:00,00000000856681,3.3,-0.52
31Mar2018 0:00:00,00000000856836,2.64,-0.99
31May2018 0:00:00,00000000856838,2.33,0.59
31Jul2018 0:00:00,00000000856861,2.25,-1.26
31Oct2018 0:00:00,00000000856894,3.18,-0.94
31May2018 0:00:00,00000000856913,2.44,1.47
30Nov2017 0:00:00,00000000856915,3.03,0.87
30Apr2018 0:00:00,00000000856922,2.41,-0.25
31Oct2017 0:00:00,00000000857002,2.96,-0.96
31Mar2018 0:00:00,00000000857022,2.67,-0.17
28Feb2018 0:00:00,00000000857039,2.79,-0.4
31Oct2017 0:00:00,00000000857051,2.55,-1.34
31Jan2018 0:00:00,00000000857055,2.59,-0.66
31Dec2017 0:00:00,00000000857063,2.36,1.37
31Aug2018 0:00:00,00000000857077,2.25,1.08
31Dec2017 0:00:00,00000000857147,2.33,-1.71
31Jul2018 0:00:00,00000000857174,2.35,0.09
30Jun2018 0:00:00,00000000857199,2.84,-0.72
31Dec2017 0:00:00,00000000857202,2.97,-1.19
31Dec2017 0:00:00,00000000857226,2.37,-0.22
31Mar2018 0:00:00,00000000857235,2.37,-1.02
31Dec2017 0:00:00,00000000857240,3.01,0.07
28Feb2018 0:00:00,00000000857307,2.25,-0.89
30Apr2018 0:00:00,00000000857331,2.4,-1.2
31Aug2018 0:00:00,00000000857339,2.43,0.33
31Jan2018 0:00:00,00000000857360,2.34,-0.43
31Aug2018 0:00:00,00000000857396,2.46,1.41
31Jul2018 0:00:00,00000000857432,2.3,-0.8
30Sep2018 0:00:00,00000000857440,3.18,-1.6
31Oct2018 0:00:00,00000000857455,2.71,-0.2
31Aug2018 0:00:00,00000000857460,2.35,0.62
30Nov2017 0:00:00,00000000857463,3.05,0.16
31Dec2017 0:00:00,00000000857499,2.47,-0.95
31May2018 0:00:00,00000000857503,2.29,-0.08
31Mar2018 0:00:00,00000000857557,2.7,0.57
30Sep2018 0:00:00,00000000857558,2.36,0.95
31Oct2017 0:00:00,00000000857593,2.41,0.56
31Mar2018 0:00:00,00000000857605,2.5,0.05
30Jun2018 0:00:00,00000000857727,2.46,-0.85
31Aug2018 0:00:00,00000000857735,2.54,-0.16
31May2018 0:00:00,00000000857738,2.35,-0.51
31Dec2017 0:00:00,00000000857747,2.89,-1.04
31Oct2017 0:00:00,00000000857749,2.52,0.26
31Mar2018 0:00:00,00000000857818,2.31,0.07
30Nov2017 0:00:00,00000000857825,2.49,-0.51
31May2018 0:00:00,00000000857839,2.76,-0.83
30Jun2018 0:00:00,00000000857841,2.25,-0.21
31May2018 0:00:00,00000000857896,3.27,0.04
31Mar2018 0:00:00,00000000857901,3.11,0.06
31Jul2018 0:00:00,00000000857933,2.56,0.36
31Mar2018 0:00:00,00000000857948,2.73,0.13
31Dec2017 0:00:00,00000000857978,2.34,0.09
31Aug2018 0:00:00,00000000857982,2.93,-1.77
30Jun2018 0:00:00,00000000858048,3.25,0.9
31Jul2018 0:00:00,00000000858075,2.25,-1.61
28Feb2018 0:00:00,00000000858126,2.31,-0.52
31Oct2018 0:00:00,00000000858158,2.35,0.61
31Mar2018 0:00:00,00000000858161,2.44,-1.05
31Aug2018 0:00:00,00000000858193,2.4,-1.34
30Jun2018 0:00:00,00000000858202,2.35,0.31
28Feb2018 0:00:00,00000000858248,2.4,-0.72
30Jun2018 0:00:00,00000000858257,2.4,-0.85
31Oct2017 0:00:00,00000000858271,2.67,0.15
31Jul2018 0:00:00,00000000858302,2.41,0.25
31Dec2017 0:00:00,00000000858303,2.76,-0.17
31Dec2017 0:00:00,00000000858337,3.02,-0.6
31Oct2017 0:00:00,00000000858364,2.96,1.64
30Jun2018 0:00:00,00000000858371,2.33,-0.24
28Feb2018 0:00:00,00000000858376,3.06,1.38
31Jan2018 0:00:00,00000000858385,2.64,1.52
31Dec2017 0:00:00,00000000858443,2.6,-0.56
31Jul2018 0:00:00,00000000858482,3.47,-0.73
31Oct2017 0:00:00,00000000858496,2.69,-0.54
31Jan2018 0:00:00,00000000858512,2.34,-1.85
28Feb2018 0:00:00,00000000858536,3.25,0
31May2018 0:00:00,00000000858541,2.38,2.44
31May2018 0:00:00,00000000858572,2.59,0.13
31May2018 0:00:00,00000000858578,2.67,-0.49
30Sep2018 0:00:00,00000000858588,2.66,0.73
31Aug2018 0:00:00,00000000858605,2.25,1.75
31Oct2017 0:00:00,00000000858629,2.4,-1.47
30Apr2018 0:00:00,00000000858664,2.36,0.9
30Jun2018 0:00:00,00000000858690,2.54,1.62
30Apr2018 0:00:00,00000000858695,2.6,-0.18
28Feb2018 0:00:00,00000000858718,2.86,-0.17
31Jul2018 0:00:00,00000000858722,3.22,-0.91
31Aug2018 0:00:00,00000000858724,3.18,0.3
28Feb2018 0:00:00,00000000858765,2.29,0.05
31Dec2017 0:00:00,00000000858779,2.26,-0.35
31Mar2018 0:00:00,00000000858791,4.11,-1.56
31May2018 0:00:00,00000000858832,2.25,0.41
28Feb2018 0:00:00,00000000858841,2.44,0.69
28Feb2018 0:00:00,00000000858854,2.61,1.06
31Dec2017 0:00:00,00000000858879,2.4,1.09
30Apr2018 0:00:00,00000000858902,2.97,-1.19
31Jul2018 0:00:00,00000000858931,2.56,-1.56
30Nov2017 0:00:00,00000000858935,2.96,-0.39
30Apr2018 0:00:00,00000000858937,3.32,0.54
28Feb2018 0:00:00,00000000858941,2.26,-0.14
31Jan2018 0:00:00,00000000858951,3.31,0.08
31Jul2018 0:00:00,00000000858999,2.53,0.35
30Jun2018 0:00:00,00000000859017,2.25,-0.27
31Mar2018 0:00:00,00000000859069,2.33,-0.21
28Feb2018 0:00:00,00000000859132,2.25,0.36
31May2018 0:00:00,00000000859134,2.32,-0.72
30Nov2017 0:00:00,00000000859171,3.37,1.54
31Jul2018 0:00:00,00000000859210,2.34,-0.14
31Oct2018 0:00:00,00000000859225,2.76,1.33
30Apr2018 0:00:00,00000000859279,3.24,-0.17
28Feb2018 0:00:00,00000000859293,2.99,-0.31
31Jan2018 0:00:00,00000000859377,2.67,-0.76
31Aug2018 0:00:00,00000000859382,2.25,1.26
31May2018 0:00:00,00000000859408,2.67,-1.62
31Oct2018 0:00:00,00000000859418,2.77,-0.03
31Dec2017 0:00:00,00000000859435,2.61,0.56
30Nov2017 0:00:00,00000000859447,2.77,-2.24
30Jun2018 0:00:00,00000000859459,2.41,-0.81
31May2018 0:00:00,00000000859460,2.76,2.06
30Apr2018 0:00:00,00000000859463,2.53,0.99
31Aug2018 0:00:00,00000000859468,2.45,0.94
30Nov2017 0:00:00,00000000859470,2.55,-1.54
31May2018 0:00:00,00000000859482,2.44,-0.23
30Nov2017 0:00:00,00000000859485,2.3,-0.32
31Jul2018 0:00:00,00000000859492,2.47,0.86
30Sep2018 0:00:00,00000000859523,2.55,0.71
31Jul2018 0:00:00,00000000859524,2.39,-0.82
31Jul2018 0:00:00,00000000859544,3.1,-1.46
31May2018 0:00:00,00000000859570,2.25,-0.61
30Nov2017 0:00:00,00000000859575,2.49,-0.51
30Sep2018 0:00:00,00000000859579,3.04,-1.06
30Apr2018 0:00:00,00000000859595,2.32,-0.66
30Apr2018 0:00:00,00000000859618,2.78,-0.53
31Oct2017 0:00:00,00000000859619,2.71,-1.45
31Dec2017 0:00:00,00000000859661,2.27,0.56
31Jan2018 0:00:00,00000000859662,2.25,1.72
30Nov2017 0:00:00,00000000859667,3.44,-0.78
30Jun2018 0:00:00,00000000859680,2.48,-0.84
31Oct2017 0:00:00,00000000859721,2.3,1.08
30Nov2017 0:00:00,00000000859746,2.36,-1.22
31Dec2017 0:00:00,00000000859802,3.22,1.34
31Dec2017 0:00:00,00000000859803,3.72,-0.54
30Nov2017 0:00:00,00000000859829,2.31,-1.85
31Dec2017 0:00:00,00000000859851,2.47,2.15
31Jul2018 0:00:00,00000000859858,2.37,0.22
31May2018 0:00:00,00000000859866,2.72,0.89
31Jul2018 0:00:00,00000000859878,2.77,-0.25
31Oct2018 0:00:00,00000000859982,2.89,-0.51
31Dec2017 0:00:00,00000000859994,2.8,0.63
30Nov2017 0:00:00,00000000859996,2.55,1.64
30Apr2018 0:00:00,00000000860012,2.58,-0.61
31Aug2018 0:00:00,00000000860056,2.33,-0.22
31Jul2018 0:00:00,00000000860063,2.38,0.35
30Sep2018 0:00:00,00000000860082,2.54,1.51
31Oct2017 0:00:00,00000000860107,2.29,1.26
30Nov2017 0:00:00,00000000860114,2.81,1.04
31Oct2017 0:00:00,00000000860158,2.35,-0.78
30Sep2018 0:00:00,00000000860204,2.24,0.02
31Jul2018 0:00:00,00000000860205,2.4,0.25
30Apr2018 0:00:00,00000000860254,2.86,0.59
31Oct2017 0:00:00,00000000860269,2.26,2.06
31Mar2018 0:00:00,00000000860285,2.36,-1.4
31Mar2018 0:00:00,00000000860289,2.5,0.35
30Nov2017 0:00:00,00000000860307,2.86,-1.37
31Jul2018 0:00:00,00000000860308,2.69,1.9
30Nov2017 0:00:00,00000000860330,2.4,0.36
31May2018 0:00:00,00000000860333,2.3,-0.56
31Jul2018 0:00:00,00000000860363,2.94,0.12
31Mar2018 0:00:00,00000000860390,3.07,1.66
30Nov2017 0:00:00,00000000860391,2.46,-0.8
28Feb2018 0:00:00,00000000860447,2.91,0.04
31Jan2018 0:00:00,00000000860471,2.35,0.74
31Mar2018 0:00:00,00000000860477,3.3,0.8
30Jun2018 0:00:00,00000000860524,2.26,0.33
30Nov2017 0:00:00,00000000860527,2.49,-0.25
31Dec2017 0:00:00,00000000860528,2.44,-2.05
30Sep2018 0:00:00,00000000860540,2.38,1.18
31Jan2018 0:00:00,00000000860560,2.29,0.04
30Nov2017 0:00:00,00000000860588,2.71,-0.48
30Nov2017 0:00:00,00000000860593,2.65,-0.73
31Jul2018 0:00:00,00000000860611,2.28,0.57
31May2018 0:00:00,00000000860614,2.37,-1.07
31Oct2017 0:00:00,00000000860623,2.37,0.72
31May2018 0:00:00,00000000860645,2.51,0.96
31Oct2018 0:00:00,00000000860649,2.55,0.08
30Nov2017 0:00:00,00000000860656,3.02,1.54
28Feb2018 0:00:00,00000000860660,2.94,0.65
30Nov2017 0:00:00,00000000860682,2.7,0.27
31Oct2018 0:00:00,00000000860732,2.52,0.22
31Mar2018 0:00:00,00000000860800,2.34,0.65
31Oct2017 0:00:00,00000000860812,2.59,-0.03
31Jan2018 0:00:00,00000000860826,2.27,1.39
31May2018 0:00:00,00000000860828,2.31,1.28
28Feb2018 0:00:00,00000000860829,2.25,-0.13
28Feb2018 0:00:00,00000000860834,2.35,-0.3
31Jul2018 0:00:00,00000000860850,2.52,-1.16
31Mar2018 0:00:00,00000000860901,2.72,-0.13
30Sep2018 0:00:00,00000000860944,2.26,0.07
30Nov2017 0:00:00,00000000860961,2.3,0.34
31Oct2017 0:00:00,00000000860968,2.27,0.66
30Jun2018 0:00:00,00000000860976,2.33,1.26
31Oct2017 0:00:00,00000000860979,2.79,0.04
30Nov2017 0:00:00,00000000861035,2.52,0.38
31Oct2017 0:00:00,00000000861051,2.26,0.6
31Dec2017 0:00:00,00000000861114,2.37,0.14
28Feb2018 0:00:00,00000000861136,2.24,0.17
31Jan2018 0:00:00,00000000861156,2.27,-0.45
31Mar2018 0:00:00,00000000861176,2.26,-0.23
28Feb2018 0:00:00,00000000861185,2.66,-0.99
31Oct2018 0:00:00,00000000861212,2.54,-1.21
31Oct2017 0:00:00,00000000861224,2.8,-0.32
31Oct2017 0:00:00,00000000861264,2.42,-0.83
31Aug2018 0:00:00,00000000861306,2.56,-1.45
31May2018 0:00:00,00000000861345,2.95,0.68
30Jun2018 0:00:00,00000000861483,2.65,1.08
31Aug2018 0:00:00,00000000861498,2.33,-1.74
28Feb2018 0:00:00,00000000861530,2.31,2.15
31Oct2017 0:00:00,00000000861543,2.58,-1.71
31Jan2018 0:00:00,00000000861559,2.55,1.34
31May2018 0:00:00,00000000861562,2.59,-0.89
30Nov2017 0:00:00,00000000861598,2.43,1.07
30Sep2018 0:00:00,00000000861603,2.3,1.26
30Apr2018 0:00:00,00000000861609,2.62,0.17
31Jul2018 0:00:00,00000000861655,2.69,-0.51
31Mar2018 0:00:00,00000000861700,2.52,1.31
31Aug2018 0:00:00,00000000861720,2.48,-1.16
31Jan2018 0:00:00,00000000861723,2.57,1.31
28Feb2018 0:00:00,00000000861727,2.52,0.31
31Aug2018 0:00:00,00000000861728,2.26,1.58
30Sep2018 0:00:00,00000000861731,2.84,-0.81
31Oct2018 0:00:00,00000000861767,2.88,0.01
30Sep2018 0:00:00,00000000861837,2.67,-1.68
31Jan2018 0:00:00,00000000861845,2.54,-0.42
30Sep2018 0:00:00,00000000861939,2.37,-1.09
30Sep2018 0:00:00,00000000861959,2.25,0.58
31Jan2018 0:00:00,00000000861968,2.65,-0.26
31Mar2018 0:00:00,00000000861977,2.43,1.52
30Jun2018 0:00:00,00000000861990,2.41,-0.01
31Jul2018 0:00:00,00000000861995,2.32,-0.03
30Jun2018 0:00:00,00000000862013,2.31,-2.46
30Sep2018 0:00:00,00000000862022,2.71,1.89
31Oct2018 0:00:00,00000000862036,2.29,0.73
31Jul2018 0:00:00,00000000862043,2.46,1.15
31Aug2018 0:00:00,00000000862046,2.32,0.78
30Apr2018 0:00:00,00000000862075,2.27,0.03
31Oct2018 0:00:00,00000000862086,2.68,-0.88
30Apr2018 0:00:00,00000000862097,2.75,0.57
31Oct2018 0:00:00,00000000862099,2.56,1.07
30Jun2018 0:00:00,00000000862127,2.65,0.05
30Nov2017 0:00:00,00000000862151,2.25,-1.08
31Jan2018 0:00:00,00000000862173,2.42,0.61
30Sep2018 0:00:00,00000000862184,3.33,0.17
30Apr2018 0:00:00,00000000862272,2.81,0.15
31Dec2017 0:00:00,00000000862287,2.28,-0.94
30Apr2018 0:00:00,00000000862316,2.37,-1.92
31Mar2018 0:00:00,00000000862339,2.73,-0.22
30Apr2018 0:00:00,00000000862343,2.65,-0.29
30Jun2018 0:00:00,00000000862347,2.47,-1.16
30Sep2018 0:00:00,00000000862355,2.26,-1.11
30Nov2017 0:00:00,00000000862365,2.7,0.04
28Feb2018 0:00:00,00000000862403,2.67,0.92
30Nov2017 0:00:00,00000000862406,2.27,-0.96
28Feb2018 0:00:00,00000000862411,3.04,-0.51
31Aug2018 0:00:00,00000000862428,2.5,1.12
31Aug2018 0:00:00,00000000862451,2.58,-0.56
30Sep2018 0:00:00,00000000862477,2.49,-1.54
30Nov2017 0:00:00,00000000862486,2.87,0.17
30Sep2018 0:00:00,00000000862539,2.42,2.13
30Apr2018 0:00:00,00000000862543,2.4,-0.24
31Jan2018 0:00:00,00000000862552,2.6,0.3
31Dec2017 0:00:00,00000000862564,2.38,0.32
31Dec2017 0:00:00,00000000862595,2.96,0.57
30Sep2018 0:00:00,00000000862606,2.57,0.95
30Jun2018 0:00:00,00000000862607,3.05,0.75
31Mar2018 0:00:00,00000000862608,2.27,-1.03
31Aug2018 0:00:00,00000000862661,2.25,0.4
31Oct2017 0:00:00,00000000862670,2.42,-1
31Aug2018 0:00:00,00000000862703,2.3,-1.08
31Dec2017 0:00:00,00000000862721,2.82,1.76
31May2018 0:00:00,00000000862770,2.42,-0.5
31Oct2017 0:00:00,00000000862777,2.25,0.37
31Aug2018 0:00:00,00000000862787,2.94,1.28
31Dec2017 0:00:00,00000000862852,2.31,-0.47
31Oct2017 0:00:00,00000000862854,3.93,0.33
31Dec2017 0:00:00,00000000862863,2.67,-0.77
31Aug2018 0:00:00,00000000862882,2.48,0.8
31May2018 0:00:00,00000000862883,2.46,-1.13
28Feb2018 0:00:00,00000000862896,3.11,1.48
30Sep2018 0:00:00,00000000862919,2.47,0.54
31Dec2017 0:00:00,00000000862990,2.53,0.75
31Jan2018 0:00:00,00000000863013,2.31,-1.4
31Jul2018 0:00:00,00000000863042,2.41,0.87
31May2018 0:00:00,00000000863072,2.25,1.05
30Apr2018 0:00:00,00000000863104,2.27,-0.07
31May2018 0:00:00,00000000863109,2.76,-0.27
28Feb2018 0:00:00,00000000863116,2.44,0.6
31Oct2018 0:00:00,00000000863121,3.25,0.17
31Dec2017 0:00:00,00000000863152,2.4,1.37
31May2018 0:00:00,00000000863201,2.6,-1.4
31Oct2018 0:00:00,00000000863247,2.28,-0.98
30Jun2018 0:00:00,00000000863254,2.45,0.32
31Aug2018 0:00:00,00000000863305,2.7,-2.27
31Oct2018 0:00:00,00000000863308,2.96,0.69
31Dec2017 0:00:00,00000000863348,2.55,0.79
28Feb2018 0:00:00,00000000863372,3.03,-0.88
31Jan2018 0:00:00,00000000863377,2.56,0.49
31Jan2018 0:00:00,00000000863405,2.44,-0.03
30Jun2018 0:00:00,00000000863425,2.26,-0.53
30Nov2017 0:00:00,00000000863434,2.54,-1.31
31Aug2018 0:00:00,00000000863458,3.06,1.23
30Apr2018 0:00:00,00000000863471,3.46,-1.6
31May2018 0:00:00,00000000863493,3.11,0.33
28Feb2018 0:00:00,00000000863512,2.43,-1.36
31Dec2017 0:00:00,00000000863543,2.44,-0.19
30Sep2018 0:00:00,00000000863548,2.8,-2.1
31Mar2018 0:00:00,00000000863568,2.27,-0.48
31Dec2017 0:00:00,00000000863588,3.17,1.49
31Mar2018 0:00:00,00000000863600,2.59,1.54
31May2018 0:00:00,00000000863619,2.71,0.17
30Jun2018 0:00:00,00000000863655,2.49,-2.51
31Dec2017 0:00:00,00000000863693,2.78,-1.15
30Sep2018 0:00:00,00000000863704,2.4,0.15
31Mar2018 0:00:00,00000000863705,2.33,0.44
31Mar2018 0:00:00,00000000863731,2.35,-0.81
31Aug2018 0:00:00,00000000863744,2.37,-0.02
